Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
23-Feb-26,63.01,63.02,61.25,61.69,61.99061929,503693,2285,31224241,204578,40.62,1.77,-1.32
20-Feb-26,62.11,63.2,61.97,62.49,62.69179817,324891,1583,20368001,163971,50.47,1.23,0.38
19-Feb-26,63.05,64.15,61.93,62.1,63.08311151,737070,3496,46496669,443184,60.13,2.22,-0.95
18-Feb-26,62.62,63.8,62.49,63.17,63.28020655,176038,897,11139721,78433,44.55,1.31,0.55
17-Feb-26,61.67,63.19,61.4,62.56,62.63969381,639989,3163,40088715,371956,58.12,1.79,0.89
16-Feb-26,60.95,62.1,60.38,61.79,61.27261953,521430,2259,31949382,275252,52.79,1.72,0.84
13-Feb-26,61.45,62.44,60.83,61.24,61.80303733,487204,3063,30110687,258505,53.06,1.61,-0.21
12-Feb-26,62.5,63.24,61.51,62.66,62.43852861,775133,4044,48398164,362736,46.8,1.73,0.16
11-Feb-26,63.9,63.9,62.2,62.72,62.89130698,438363,2603,27569222,202863,46.28,1.7,-1.18
10-Feb-26,64.88,65.17,63.7,63.89,64.49922424,1113750,5117,71836011,589596,52.94,1.47,-0.99
09-Feb-26,63.64,65.1,63.19,64.91,64.24429593,992055,4951,63733875,642838,64.8,1.91,1.27
06-Feb-26,63.1,63.53,61.87,63.06,62.56395446,774903,3142,48480996,375789,48.49,1.66,-0.04
05-Feb-26,65.35,65.36,62.85,63.08,64.07753538,1147876,4304,73553065,722563,62.95,2.51,-2.27
04-Feb-26,64,66.25,63.5,65.3,65.55649717,1683748,7842,110380621,936453,55.62,2.75,1.3
03-Feb-26,64.48,65.5,62.7,63.9,63.65549885,988734,4343,62938356,432594,43.75,2.8,-0.58
02-Feb-26,61.21,62.42,58.93,61.69,60.46963063,2128839,8654,128730108,991949,46.6,3.49,0.48
01-Feb-26,65.54,65.89,57,62.42,62.40401394,1281634,4778,79979106,461100,35.98,8.89,-3.12
30-Jan-26,61.75,65.69,61.74,65.33,64.09100839,2319951,5261,148687999,1510433,65.11,3.95,3.58
29-Jan-26,63.03,63.67,61.09,62.35,62.49256587,898828,2985,56170068,244952,27.25,2.58,-0.68
28-Jan-26,62.16,63.61,61.58,63.07,62.63906113,1870591,5559,117172064,747332,39.95,2.03,0.91
27-Jan-26,63.6,64.56,61.66,62.08,62.55147947,3005936,11190,188025744,1115141,37.1,2.9,-1.52
23-Jan-26,62.36,68,61.22,63.08,65.27907815,12967117,38596,846481444,4376188,33.75,6.78,0.72
22-Jan-26,58.01,62.55,58.01,62.02,61.31829525,4267211,7864,261658104,2043573,47.89,4.54,4.01
21-Jan-26,57.05,58.97,56.59,57.76,57.73265124,1347027,6700,77767440,637628,47.34,2.38,0.71
20-Jan-26,60.01,60.39,57.5,57.94,58.98195371,817675,3168,48228069,236561,28.93,2.89,-2.07
19-Jan-26,60.3,61.74,59.68,60.23,60.79560892,903968,4366,54957285,295487,32.69,2.06,-0.07
16-Jan-26,58.16,60.75,58.16,60.31,60.06389553,2232895,7538,134116372,1276776,57.18,2.59,2.15
14-Jan-26,57.31,59.38,57.08,59,58.75133284,749713,3331,44046638,496486,66.22,2.3,1.69
13-Jan-26,58.3,58.74,56.13,57.7,57.31701593,410339,1926,23519407,159855,38.96,2.61,-0.6
12-Jan-26,59.5,59.95,57.17,58.26,58.40756946,1749795,10902,102201273,966452,55.23,2.78,-1.24
09-Jan-26,57.57,60.03,57.57,59.35,59.69812139,6591083,10945,393475273,4977299,75.52,2.46,1.78
08-Jan-26,57.13,60.2,57.13,58.04,58.97240366,2283310,9488,134652279,1195612,52.36,3.07,0.91
07-Jan-26,58.27,58.92,57.09,58,57.94161635,1763970,5507,102207273,1440172,81.64,1.83,-0.27
06-Jan-26,58.44,59.2,57.93,58.22,58.83152791,2208716,4034,129942137,1675530,75.86,1.27,-0.22
05-Jan-26,56.66,58.7,56.66,58.43,57.92581476,3758335,14865,217704617,2241754,59.65,2.04,1.77
02-Jan-26,52.61,56.11,52.61,55.72,55.21892355,981507,6870,54197760,557528,56.8,3.5,3.11
01-Jan-26,53,53.49,52.37,53.36,53.00984269,140612,904,7453820,67743,48.18,1.12,0.36
31-Dec-25,51.84,53.1,51.84,52.96,52.79087002,735949,2277,38851388,593576,80.65,1.26,1.12
30-Dec-25,51.55,52.22,51.55,51.97,51.88539572,169060,1236,8771745,96549,57.11,0.67,0.42
29-Dec-25,52.74,53.33,51.6,51.75,52.03988576,673649,2176,35056617,496489,73.7,1.73,-0.99
26-Dec-25,52.45,53.33,52.28,53.02,52.81041709,353381,1488,18662198,184043,52.08,1.05,0.57
24-Dec-25,53.21,53.51,52.39,52.99,52.9483228,209009,1259,11066676,109255,52.27,1.12,-0.22
23-Dec-25,54.06,54.32,52.75,53.19,53.41749053,516977,3065,27615614,235029,45.46,1.57,-0.87
22-Dec-25,53.7,55.09,53.7,54.23,54.33222377,215099,1357,11686807,122855,57.12,1.39,0.53
19-Dec-25,53.17,54.4,53.12,54.04,54.07359287,482275,2212,26078342,323211,67.02,1.28,0.87
18-Dec-25,53.51,54.02,53.1,53.38,53.56000201,159203,793,8526913,90281,56.71,0.92,-0.13
17-Dec-25,53.93,54.49,53.7,54.31,54.1892451,159518,938,8644160,77628,48.66,0.79,0.38
16-Dec-25,53.21,54.27,53.21,53.89,53.7914735,246338,923,13250884,128049,51.98,1.06,0.68
15-Dec-25,52.01,54.53,52.01,54.15,53.56723259,736726,3489,39464373,491247,66.68,2.52,2.14
12-Dec-25,53.08,53.53,52.7,53.06,53.19323605,174750,700,9295518,84195,48.18,0.83,-0.02
11-Dec-25,53.99,53.99,52.11,52.95,52.88770152,358402,2054,18955058,225112,62.81,1.88,-1.04
10-Dec-25,52.4,53.38,52.4,53.21,52.90154884,310103,1094,16404929,125095,40.34,0.98,0.81
09-Dec-25,51.23,53,50.03,52.42,51.48280925,1032619,4776,53162127,493477,47.79,2.97,1.19
08-Dec-25,53.04,53.75,51.16,51.98,52.32466667,450077,2387,23550129,262242,58.27,2.59,-1.06
05-Dec-25,54.04,54.07,52.81,53.38,53.24036992,708795,2954,37736508,411730,58.09,1.26,-0.66
04-Dec-25,53.62,54.47,53.21,54.02,53.75716639,456436,2620,24536706,282910,61.98,1.26,0.4
03-Dec-25,54.86,55.16,53.28,53.83,54.01719099,913909,4241,49366797,641059,70.14,1.88,-1.03
02-Dec-25,55.33,55.52,54.7,54.96,55.10862428,278713,1273,15359490,136122,48.84,0.82,-0.37
01-Dec-25,54.58,56.3,54.58,55.66,55.58523406,1270654,5737,70629600,854528,67.25,1.72,1.08
28-Nov-25,54.13,55,54.13,54.46,54.609427,612390,3208,33442267,310147,50.65,0.87,0.33
27-Nov-25,55.72,56.09,54.3,54.63,55.11313381,1233336,4530,67973012,559558,45.37,1.79,-1.09
26-Nov-25,53.84,56.15,53.34,55.94,55.26256319,1504076,5311,83119095,780354,51.88,2.81,2.1
25-Nov-25,53.85,53.99,53.2,53.84,53.59484349,616463,2702,33039238,344025,55.81,0.79,-0.01
24-Nov-25,53.85,54.94,53.34,53.84,54.04548841,653683,2775,35328617,286665,43.85,1.6,-0.01
21-Nov-25,53.81,54.39,53.15,54.13,53.87220951,1143168,3790,61584986,904236,79.1,1.24,0.32
20-Nov-25,54,54.83,53.8,54.03,54.31761753,592779,1886,32198343,418733,70.64,1.03,0.03
19-Nov-25,52.71,54.32,52.06,54.06,53.41040939,1205623,4405,64392818,772488,64.07,2.26,1.35
18-Nov-25,54.01,54.1,52.88,52.98,53.29663827,398991,1264,21264879,216839,54.35,1.22,-1.03
17-Nov-25,52.26,55.22,52,53.77,54.06402032,2395302,8162,129499656,1499811,62.61,3.22,1.51
14-Nov-25,52.09,52.22,51.49,51.83,51.91297832,3362300,1354,174547007,3160062,93.99,0.73,-0.26
13-Nov-25,50.92,52.5,50.66,51.88,51.76480214,518202,1856,26824624,280339,54.1,1.84,0.96
12-Nov-25,50.5,51.32,50.5,50.99,50.84718256,588264,2939,29911567,375772,63.88,0.82,0.49
11-Nov-25,51.19,51.85,50.66,51.05,51.06750902,258958,1156,13224340,137003,52.91,1.19,-0.14
10-Nov-25,52.33,52.81,51.47,51.69,51.99427276,600115,1727,31202543,351965,58.65,1.34,-0.64
07-Nov-25,50.72,52.6,50.23,52.34,51.27153577,591690,1997,30336855,286572,48.43,2.37,1.62
06-Nov-25,51.13,52.16,50.8,51.18,51.29177372,1041187,4243,53404328,635507,61.04,1.36,0.05
04-Nov-25,52.75,52.75,51.83,51.97,52.22483327,260602,944,13609896,97693,37.49,0.92,-0.78
03-Nov-25,51.86,53.25,51.51,52.64,52.44283822,1053335,4526,55239877,495775,47.07,1.74,0.78
31-Oct-25,52.48,52.87,51.72,51.84,52.18692979,367630,1264,19185481,168065,45.72,1.15,-0.64
30-Oct-25,52.36,53.45,52.36,52.71,52.86222786,922349,3382,48757423,449151,48.7,1.09,0.35
29-Oct-25,53.53,54.1,52.12,52.23,53.0029252,14512497,6174,769204793,11746695,80.94,1.98,-1.3
28-Oct-25,53.84,54.56,52.96,53.57,53.79744123,1862378,8065,100191171,1034788,55.56,1.6,-0.27
27-Oct-25,52.41,54.35,51.84,54.01,53.41558848,1812685,6574,96825636,770124,42.49,2.51,1.6
24-Oct-25,52.02,52.41,51.69,51.98,52.02399814,1701840,5172,88536521,1139984,66.99,0.72,-0.04
23-Oct-25,50.09,52.3,49.76,51.9,51.60739456,3452377,16683,178168182,2226182,64.48,2.54,1.81
21-Oct-25,51.35,52.3,49.7,50.47,51.14693986,888520,2875,45445079,464322,52.26,2.6,-0.88
20-Oct-25,48.56,51.5,48.56,51.23,50.60096467,6267861,20383,317159813,4163277,66.42,2.94,2.67
17-Oct-25,48.99,49.17,48.09,48.75,48.72921157,1178023,9771,57404132,735827,62.46,1.08,-0.24
16-Oct-25,48.82,49.19,48.54,48.98,48.8937117,317542,1002,15525807,212583,66.95,0.65,0.16
15-Oct-25,47.43,48.87,47.43,48.52,48.24578794,331489,3312,15992948,200734,60.56,1.44,1.09
14-Oct-25,48.62,49,47.33,47.52,48.15719186,399410,1149,19234464,201505,50.45,1.67,-1.1
13-Oct-25,48.31,49,48.03,48.68,48.56865916,849588,3230,41263350,604610,71.16,0.97,0.37
10-Oct-25,48.19,49.4,47.94,48.82,48.58945057,367963,1092,17879120,186295,50.63,1.46,0.63
09-Oct-25,47.71,49.37,47.7,48.1,48.4300458,1100520,3567,53298234,577465,52.47,1.67,0.39
08-Oct-25,48.1,48.4,47.53,47.71,47.87063188,613737,2396,29379978,401631,65.44,0.87,-0.39
07-Oct-25,49.39,49.39,48.12,48.42,48.56617172,266428,6440,12939388,123764,46.45,1.27,-0.97
06-Oct-25,48.36,49.85,48.1,48.88,49.06197859,981952,3299,48176508,492397,50.14,1.75,0.52
03-Oct-25,48.07,48.6,47.85,48.3,48.16148226,1050586,4042,50597779,730513,69.53,0.75,0.23
01-Oct-25,46.71,48.4,46.03,48.23,47.58648173,1110275,3255,52834081,631195,56.85,2.37,1.52
30-Sep-25,46.4,46.51,45.69,46.32,46.13840615,680844,2472,31413057,340773,50.05,0.82,-0.08
29-Sep-25,44.67,46.3,43.88,46.12,45.49369906,526191,2089,23938375,261595,49.71,2.42,1.45
26-Sep-25,44.99,45.01,43.89,44.11,44.45515975,752672,3136,33460154,426627,56.68,1.12,-0.88
25-Sep-25,44.98,45.17,44.8,44.98,44.97646717,199551,790,8975099,87378,43.79,0.37,0
24-Sep-25,44.81,45.43,44.8,44.98,45.07303924,628799,2254,28341882,285605,45.42,0.63,0.17
23-Sep-25,44.61,45.57,44.36,45.26,44.61437124,1952803,3327,87123078,1413239,72.37,1.21,0.65
22-Sep-25,45.59,45.86,44.64,44.79,45.2479126,697520,3154,31561324,336778,48.28,1.22,-0.8
19-Sep-25,45.45,46.18,45.4,45.85,45.72833351,409388,1513,18720631,98152,23.98,0.78,0.4
18-Sep-25,45.77,46.31,45.36,45.5,45.7091533,271913,1565,12428913,179569,66.04,0.95,-0.27
17-Sep-25,45.82,46.21,45.42,45.7,45.80914166,367964,1215,16856115,152384,41.41,0.79,-0.12
16-Sep-25,46.76,46.98,45.83,45.96,46.3125246,551387,2913,25536124,321982,58.39,1.15,-0.8
15-Sep-25,47.09,47.52,46.5,46.75,46.97228217,406850,1934,19110673,206569,50.77,1.02,-0.34
12-Sep-25,46.92,47.37,46.4,46.6,46.90972556,310409,1479,14561201,155205,50,0.97,-0.32
11-Sep-25,47.82,48,46.91,47.23,47.31318816,939547,4450,44452964,586865,62.46,1.09,-0.59
10-Sep-25,47.51,48.75,47.51,48.39,48.23587233,1163621,4963,56128274,472750,40.63,1.24,0.88
09-Sep-25,44.27,47.74,44.27,47.45,46.82550269,5016639,14849,234906643,2777647,55.37,3.47,3.18
08-Sep-25,42.18,44.44,42.18,44.19,43.82863444,328269,1490,14387582,193197,58.85,2.26,2.01
05-Sep-25,43.2,43.33,42.34,42.62,42.73545798,283592,1050,12119434,175266,61.8,0.99,-0.58
04-Sep-25,43.49,43.58,42.87,43.08,43.14631544,433864,1857,18719633,226941,52.31,0.71,-0.41
03-Sep-25,43.49,43.56,42.9,43.07,43.24649257,367220,2000,15880977,199340,54.28,0.66,-0.42
02-Sep-25,43.31,43.54,42.83,43.09,43.19310312,580291,2700,25064569,264473,45.58,0.71,-0.22
01-Sep-25,42.62,44.39,42.03,43.35,42.81993886,570123,3258,24412632,322015,56.48,2.36,0.73
29-Aug-25,42.29,43.29,42.09,42.76,42.70587083,168511,1146,7196409,83709,49.68,1.2,0.47
28-Aug-25,42.04,42.72,41.94,42.41,42.30669115,222204,1334,9400716,95677,43.06,0.78,0.37
26-Aug-25,43.41,43.66,42.26,42.62,42.99840942,217531,1181,9353487,145611,66.94,1.4,-0.79
25-Aug-25,43.16,44.2,43.06,43.74,43.73564225,168968,1375,7389924,77396,45.81,1.14,0.58
22-Aug-25,43.85,44.17,43.4,43.7,43.65496333,346511,1842,15126925,206497,59.59,0.77,-0.15
21-Aug-25,43.6,44.4,43.52,43.84,43.94244753,497129,2184,21845065,268147,53.94,0.88,0.24
20-Aug-25,42.98,43.83,42.85,43.69,43.24397351,2827598,2487,122276573,2640404,93.38,0.98,0.71
19-Aug-25,43.31,43.31,42.8,42.99,42.98757328,165128,1088,7098452,63280,38.32,0.51,-0.32
18-Aug-25,41.95,43.33,41.79,43.1,43.08848934,2104841,1599,90694419,1917386,91.09,1.54,1.15
14-Aug-25,42.63,42.78,41.4,41.66,41.94664389,720611,4302,30227213,417407,57.92,1.38,-0.97
13-Aug-25,43.14,43.79,42.62,42.72,43.17190192,306512,1539,13232706,174790,57.03,1.17,-0.42
12-Aug-25,42.48,43.78,42.48,43.15,43.27530798,630730,3321,27295035,398725,63.22,1.3,0.67
11-Aug-25,44,44.1,42.44,42.86,42.90343833,730383,3686,31335942,345529,47.31,1.66,-1.14
08-Aug-25,43.51,44.99,43.51,44.1,44.36368837,473705,2626,21015301,246566,52.05,1.48,0.59
07-Aug-25,42.69,43.57,42.37,43.22,42.92666379,476804,2446,20467605,228647,47.95,1.2,0.53
06-Aug-25,43.8,44.01,43,43.08,43.39597861,447408,2941,19415708,238166,53.23,1.01,-0.72
05-Aug-25,43.15,44.38,43.15,44.01,43.95928894,211908,1100,9315325,116342,54.9,1.23,0.86
04-Aug-25,43.3,44.1,42.82,43.91,43.46171452,725301,3828,31522825,351570,48.47,1.28,0.61
01-Aug-25,44.53,44.69,43.1,43.27,43.77442095,600468,6899,26285139,434154,72.3,1.59,-1.26
31-Jul-25,43.05,44.42,42.32,44.26,43.75338467,1004455,7045,43948306,507649,50.54,2.1,1.21
30-Jul-25,44.05,44.32,43.5,43.64,43.91183441,325762,2295,14304807,201655,61.9,0.82,-0.41
29-Jul-25,43.61,44.1,43.35,43.95,43.71196895,753575,10299,32940247,370956,49.23,0.75,0.34
28-Jul-25,43,44.01,42.9,43.82,43.73824831,675201,7193,29532109,360834,53.44,1.11,0.82
25-Jul-25,45.58,45.58,42.93,43.31,43.74853161,1025270,4224,44854057,428567,41.8,2.65,-2.27
24-Jul-25,46.75,47.25,45.03,45.68,45.98749736,1762268,7610,81042295,946324,53.7,2.22,-1.07
23-Jul-25,46.81,47.57,46.53,47.03,46.90935658,648453,2744,30418513,395473,60.99,1.04,0.22
22-Jul-25,47.57,48.36,47.07,47.2,47.4824188,697933,3098,33139547,360370,51.63,1.29,-0.37
21-Jul-25,48.26,48.77,47.75,47.87,48.19485511,385353,1230,18572032,177575,46.08,1.02,-0.39
18-Jul-25,49.15,49.29,48.53,48.85,48.85395933,1159766,6532,56659161,658921,56.81,0.76,-0.3
17-Jul-25,49.6,50.24,49,49.09,49.37789321,756211,2884,37340106,397258,52.53,1.24,-0.51
16-Jul-25,49.72,50.04,49.47,49.63,49.84015894,3717837,4164,185297587,3362089,90.43,0.57,-0.09
15-Jul-25,49.33,50.08,49.29,49.62,49.76501123,1493548,4854,74326433,892390,59.75,0.79,0.29
14-Jul-25,46.76,49.92,46.76,49.3,49.07841496,1919672,8286,94214459,1111308,57.89,3.16,2.54
11-Jul-25,47.04,48.02,46.77,47.56,47.49382159,274666,879,13044938,104861,38.18,1.25,0.52
10-Jul-25,47.96,48.1,47.43,47.6,47.70656044,134549,585,6418870,77165,57.35,0.67,-0.36
09-Jul-25,47.06,47.7,46.37,47.52,46.98452404,346279,1264,16269754,181267,52.35,1.33,0.46
08-Jul-25,47,47.78,46.89,47.09,47.18902581,924387,3048,43620922,536474,58.04,0.89,0.09
07-Jul-25,47.77,48.64,46.87,47.02,47.46189624,1228107,5287,58288287,680347,55.4,1.77,-0.75
04-Jul-25,49,49.5,45.83,48.6,47.89470109,2814901,7527,134818842,935740,33.24,3.67,-0.4
03-Jul-25,49.9,50,49.01,49.16,49.37680796,371067,1122,18322104,163037,43.94,0.99,-0.74
02-Jul-25,49.33,50.46,48.94,49.89,49.75211622,2126077,6622,105776830,1170305,55.05,1.52,0.56
01-Jul-25,48.95,49.99,48.5,49.28,49.15090626,996347,3410,48971358,510890,51.28,1.49,0.33
30-Jun-25,48.51,50.05,48.51,49.06,49.39681019,413379,1358,20419604,226442,54.78,1.54,0.55
27-Jun-25,49.24,49.37,48.5,48.75,48.99106873,300965,1053,14744597,161304,53.6,0.87,-0.49
26-Jun-25,49.81,50,48.54,49.1,49.12255275,336092,1082,16509697,145806,43.38,1.46,-0.71
25-Jun-25,48.96,49.8,48.82,49.34,49.3153145,857325,2947,42279252,606645,70.76,0.98,0.38
24-Jun-25,49,49.44,48.57,48.74,48.8858755,391327,1387,19130363,189283,48.37,0.87,-0.26
23-Jun-25,49.17,50.19,47.96,48.23,48.66265704,2057799,6236,100137967,1018188,49.48,2.23,-0.94
20-Jun-25,47.7,48.75,47.7,48.2,48.23165199,245558,917,11843668,160771,65.47,1.05,0.5
19-Jun-25,48.67,49.11,47.25,47.97,48.19033492,318549,1603,15350983,121892,38.26,1.86,-0.7
18-Jun-25,47.61,49.49,47.26,48.77,48.58947972,481014,1663,23372220,202019,42,2.23,1.16
17-Jun-25,48.35,48.88,47.6,47.93,47.99914928,977992,3382,46942784,466361,47.69,1.28,-0.42
16-Jun-25,48.22,48.9,47.18,48.39,47.80644135,440063,1498,21037846,183331,41.66,1.72,0.17
13-Jun-25,47.22,49.97,46.93,48.85,48.83117952,1289725,3476,62978793,524208,40.64,3.04,1.63
12-Jun-25,49.16,50,48.2,48.41,49.14634821,1952084,6296,95937800,1042262,53.39,1.8,-0.75
11-Jun-25,51.53,51.6,48.85,49.02,50.05118641,2773275,11059,138805704,1553581,56.02,2.75,-2.51
10-Jun-25,49.06,51.8,49.06,51.36,50.66647844,6803692,18662,344719114,4969261,73.04,2.74,2.3
09-Jun-25,48.31,48.76,47.5,48.58,48.11342588,3042824,8679,146400687,2021548,66.44,1.26,0.27
06-Jun-25,44.21,49.36,44.21,47.86,47.25677544,10932646,21947,516641597,6181764,56.54,5.15,3.65
05-Jun-25,43.53,44.69,43.53,44.51,44.37768273,292473,919,12979274,145277,49.67,1.16,0.98
04-Jun-25,43.54,43.87,42.96,43.35,43.40840687,791948,2630,34377201,333576,42.12,0.91,-0.19
03-Jun-25,44.69,45.18,43.4,43.51,44.21994455,778719,3684,34434911,343946,44.17,1.78,-1.18
02-Jun-25,42.2,44.75,42.2,44.5,44.25067684,1167192,4578,51649036,748513,64.13,2.55,2.3
30-May-25,43.52,43.81,42.95,43.03,43.31391735,760576,3088,32943526,446589,58.72,0.86,-0.49
29-May-25,44.65,44.93,43.11,43.61,43.88980974,919437,3452,40353915,464871,50.56,1.82,-1.04
28-May-25,45.03,45.1,44.33,44.46,44.8235492,309140,1016,13856752,181578,58.74,0.77,-0.57
27-May-25,44.3,45.4,44.22,45.08,44.9448759,1519281,3739,68283896,916918,60.35,1.18,0.78
26-May-25,44.94,45.67,44.28,44.44,44.91763904,529462,1420,23782183,211310,39.91,1.39,-0.5
23-May-25,44.38,45.06,44.09,44.75,44.54019473,347247,1001,15466449,168108,48.41,0.97,0.37
22-May-25,44.07,45.1,44.07,44.44,44.37416375,602239,2620,26723852,336541,55.88,1.03,0.37
21-May-25,44.36,45.1,44.06,44.41,44.50723988,356912,1175,15885168,174004,48.75,1.04,0.05
20-May-25,44.17,45.24,44.17,44.52,44.89284489,1402341,4528,62955077,939481,66.99,1.07,0.35
19-May-25,44.26,45.1,44.19,44.95,44.78125579,1311157,4053,58715257,884540,67.46,0.91,0.69
16-May-25,45.35,45.58,44.18,44.61,44.97228444,491132,1483,22087328,246076,50.1,1.4,-0.74
15-May-25,45.19,45.58,44.4,45.34,44.98511967,696154,1835,31316571,369058,53.01,1.18,0.15
14-May-25,44.34,45.08,43.7,44.86,44.51379716,1941776,5759,86435823,1133144,58.36,1.38,0.52
13-May-25,43.04,44.44,42.62,43.98,43.84945866,899062,1660,39423382,434138,48.29,1.82,0.94
12-May-25,43.44,43.44,41.85,42.99,42.48151947,1617567,4926,68716704,921537,56.97,1.59,-0.45
09-May-25,40,41.15,39.2,40.76,40.43071172,1064206,2674,43026606,516885,48.57,1.95,0.76
08-May-25,41,42.05,40.69,41.35,41.4387309,1456501,4353,60355553,826499,56.75,1.36,0.35
07-May-25,39.54,41.45,39.54,40.81,40.70544672,765617,2319,31164782,294392,38.45,1.91,1.27
06-May-25,41.24,41.9,40.71,40.91,41.29502615,11881628,4962,490652139,10274239,86.47,1.19,-0.33
05-May-25,41.99,42,41.22,41.55,41.5613011,511353,2004,21252496,256423,50.15,0.78,-0.44
02-May-25,42.36,42.86,40.66,42.25,41.915201,1254661,3377,52589368,509858,40.64,2.2,-0.11
30-Apr-25,43,44.09,41.1,42.51,42.80939157,3116583,8917,133419022,1536089,49.29,2.99,-0.49
29-Apr-25,43.65,44.53,43.5,43.9,43.90645576,706083,2020,31001602,357076,50.57,1.03,0.25
28-Apr-25,42.99,44.11,42.82,43.81,43.72225166,873845,3106,38206471,329674,37.73,1.29,0.82
25-Apr-25,44.46,44.56,42.5,44,43.25345797,3381610,10372,146266326,2080774,61.53,2.06,-0.46
24-Apr-25,45,45.06,44.38,44.74,44.72016855,638856,1511,28569748,260870,40.83,0.68,-0.26
23-Apr-25,44.38,45.06,43.35,44.94,44.3139224,2617752,5253,116002859,1610506,61.52,1.71,0.56
22-Apr-25,44.5,44.9,43.7,44.24,44.3027228,1210226,3077,53616307,482007,39.83,1.2,-0.26
21-Apr-25,42.41,44.5,42.41,44.18,43.93317247,6711740,17438,294868031,4135314,61.61,2.09,1.77
17-Apr-25,39.91,42.47,39.91,42.1,41.64851583,5665029,14509,235940050,3530036,62.31,2.56,2.19
16-Apr-25,39.58,39.7,38.91,39.32,39.25618621,1423125,4986,55866460,729560,51.26,0.79,-0.26
15-Apr-25,40.34,40.34,39.61,39.77,39.89660716,745245,2402,29732747,323434,43.4,0.73,-0.57
11-Apr-25,39.97,39.97,38.91,39.76,39.43297298,2646440,7354,104356997,1410092,53.28,1.06,-0.21
09-Apr-25,36.89,39.4,36.59,39.04,38.48450902,1367409,3722,52624064,454898,33.27,2.81,2.15
08-Apr-25,35.5,37.75,35.5,37.52,36.74528343,1469924,1910,54012774,966873,65.78,2.25,2.02
07-Apr-25,34.5,35.43,33.56,35.13,34.36197064,928346,2845,31899798,318340,34.29,1.87,0.63
04-Apr-25,36.3,37.1,35.81,36.49,36.47008368,678175,2429,24733099,214169,31.58,1.29,0.19
03-Apr-25,34.42,36.47,34.27,36.24,35.62152451,495110,1322,17636573,295322,59.65,2.2,1.82
02-Apr-25,34.93,35.27,34.22,34.42,34.61847342,512022,2708,17725420,229918,44.9,1.05,-0.51
01-Apr-25,34.08,35.39,34.08,34.92,34.90071641,250696,1053,8749470,95578,38.12,1.31,0.84
28-Mar-25,34.69,35.13,33.83,34.4,34.31086723,1252969,2447,42990453,609685,48.66,1.3,-0.29
27-Mar-25,34.68,35.92,34.01,34.58,34.75909598,2790767,6509,97004538,1468450,52.62,1.91,-0.1
26-Mar-25,35.55,35.83,34.2,34.73,34.83035348,601763,1671,20959618,382052,63.49,1.63,-0.82
25-Mar-25,36.4,36.88,35.49,35.66,36.14153085,1792966,4935,64800536,997930,55.66,1.39,-0.74
24-Mar-25,36,36.4,35.6,36,35.94939891,612971,1591,22035939,387962,63.29,0.8,0
21-Mar-25,36.11,36.34,35.19,35.61,35.86946336,620209,1160,22246564,414774,66.88,1.15,-0.5
20-Mar-25,35.71,36.38,35.6,36.02,35.94275188,388397,1161,13960057,210618,54.23,0.78,0.31
19-Mar-25,34.94,35.85,34.93,35.58,35.39310954,640160,1637,22657253,331465,51.78,0.92,0.64
18-Mar-25,35.5,35.57,34.72,34.89,35.18657817,1131515,3454,39814141,583050,51.53,0.85,-0.61
17-Mar-25,35.26,35.62,34.89,35.28,35.26683777,483912,1401,17066046,179768,37.15,0.73,0.02
13-Mar-25,35.3,35.55,35,35.25,35.22939806,817496,2935,28799892,547271,66.94,0.55,-0.05
12-Mar-25,35,36.2,34.7,35.3,35.38714804,942673,3377,33358509,531372,56.37,1.5,0.3
11-Mar-25,35,35.39,33.89,35.07,34.7582721,937459,2654,32584455,452978,48.32,1.5,0.07
10-Mar-25,34.76,35.58,34.51,35.19,35.14563134,2405739,4335,84551216,1541287,64.07,1.07,0.43
07-Mar-25,33.98,35.15,33.61,34.77,34.41697476,628321,1771,21624908,304775,48.51,1.54,0.79
06-Mar-25,32.5,34.58,32.43,33.87,33.36612679,2211376,5951,73785052,1029505,46.55,2.15,1.37
05-Mar-25,31.69,32.35,31.52,32.09,32.03191676,1243892,3667,39844245,560242,45.04,0.83,0.4
04-Mar-25,31.06,31.9,31.02,31.5,31.53096473,959495,3770,30253803,371485,38.72,0.88,0.44
03-Mar-25,32.15,32.63,30.9,31.4,31.58326054,2437391,8669,76980755,1483034,60.85,1.73,-0.75
28-Feb-25,32.17,32.86,31.45,32.14,32.11571869,1407897,6180,45215624,568601,40.39,1.41,-0.03
27-Feb-25,31.96,33.14,31.69,32.62,32.72764568,1843268,5803,60325822,924969,50.18,1.45,0.66
25-Feb-25,32.25,32.37,31.3,31.55,31.86392211,428218,1537,13644705,215070,50.22,1.07,-0.7
24-Feb-25,32.28,32.38,31.63,31.96,32.05434399,1123933,3816,36026935,479293,42.64,0.75,-0.32
21-Feb-25,32.53,33.34,32.2,32.38,32.74727229,1167553,3216,38234176,388400,33.27,1.14,-0.15
20-Feb-25,31.9,32.62,31.66,32.56,32.2822729,728320,1584,23511825,233094,32,0.96,0.66
19-Feb-25,31.74,32.81,31.48,31.93,31.97733042,1453313,5181,46473070,485190,33.39,1.33,0.19
