DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
23-Dec-22,EQ,51.55,52.1,50.5,52.5,51.45,51.35,51.18,63.15,37.45,1933055,"9,89,35,721.00",6803
22-Dec-22,EQ,55,55.35,51.55,54.2,52.5,52.5,52.77,63.15,37.45,1795368,"9,47,39,700.10",8712
21-Dec-22,EQ,56.7,57.3,53.6,56.25,55,54.2,55.42,63.15,37.45,1395808,"7,73,55,496.55",6664
20-Dec-22,EQ,57.5,58.45,55.05,57.2,56.1,56.25,56.31,63.15,37.45,1982396,"11,16,24,961.90",8044
19-Dec-22,EQ,57.4,57.85,56.1,57.1,57.25,57.2,56.77,63.15,37.45,1231296,"6,99,03,222.05",5753
16-Dec-22,EQ,58.4,59.45,56.75,59.15,57.05,57.1,58,63.8,37.45,2900628,"16,82,30,272.80",14519
15-Dec-22,EQ,60.5,61.65,58.6,60.65,59.2,59.15,60.43,63.8,37.45,2080624,"12,57,26,521.10",9132
14-Dec-22,EQ,62.6,62.6,60,62.1,60.7,60.65,60.96,63.8,37.45,3297830,"20,10,48,702.05",16212
13-Dec-22,EQ,57.65,63.15,57.65,57.65,62.05,62.1,61.46,63.8,37.45,7552575,"46,41,67,593.60",23281
12-Dec-22,EQ,56.7,58.3,55.8,56.5,58,57.65,57.22,63.8,37.45,1704831,"9,75,57,184.40",8118
09-Dec-22,EQ,58.9,60.2,54.7,58.6,56.4,56.5,57.39,63.8,37.45,2881271,"16,53,69,491.65",10847
08-Dec-22,EQ,58.35,59.3,57.95,58.35,58.9,58.6,58.55,63.8,37.45,1003605,"5,87,63,508.50",5136
07-Dec-22,EQ,59.65,59.9,58.1,59.1,58.2,58.35,58.74,63.8,37.45,1367174,"8,03,01,884.45",6875
06-Dec-22,EQ,55,60.95,55,55.95,59.35,59.1,59.11,63.8,37.45,10221118,"60,41,63,159.05",30034
05-Dec-22,EQ,56.9,57.2,55.5,56.65,55.8,55.95,56.33,63.8,37.45,1287524,"7,25,26,541.25",5033
02-Dec-22,EQ,56.1,57.45,55.5,56.25,56.8,56.65,56.63,63.8,37.45,1294276,"7,32,93,882.15",5258
01-Dec-22,EQ,58,58.4,55.7,57.15,56.25,56.25,57.16,63.8,37.45,2480540,"14,17,86,236.95",15221
30-Nov-22,EQ,53.95,57.9,53.8,53.65,57.55,57.15,56.26,63.8,37.45,8137204,"45,78,27,370.20",24805
29-Nov-22,EQ,53.6,54,53.5,53.6,53.5,53.65,53.66,63.8,37.45,1421357,"7,62,66,082.15",4392
28-Nov-22,EQ,53.45,53.85,53.2,53.4,53.5,53.6,53.54,63.8,37.45,730328,"3,91,02,306.20",4120
25-Nov-22,EQ,51.8,53.95,51.8,52.3,53.4,53.4,53.33,68.2,37.45,1237084,"6,59,71,036.60",4707
24-Nov-22,EQ,52.85,54.2,52.1,52.65,52.5,52.3,53.14,68.2,37.45,1237700,"6,57,69,551.90",6013
23-Nov-22,EQ,52.5,53.1,52.4,52.25,52.65,52.65,52.76,68.2,37.45,644976,"3,40,29,186.25",3021
22-Nov-22,EQ,52.8,53,51.65,52.7,52.55,52.25,52.54,68.2,37.45,591633,"3,10,84,895.75",3217
21-Nov-22,EQ,52.6,53.7,52.5,53.9,52.9,52.7,53.04,68.2,37.45,966579,"5,12,66,510.65",5321
18-Nov-22,EQ,53.25,54.65,52.95,53.5,53.75,53.9,53.83,68.2,37.45,3657207,"19,68,59,696.35",13246
17-Nov-22,EQ,51,57.05,50.25,50.8,53.15,53.5,53.62,68.2,37.45,9767230,"52,37,62,791.90",25867
16-Nov-22,EQ,51.95,52.35,49.8,51.95,51.35,50.8,51.25,68.2,37.45,2096014,"10,74,30,059.65",8266
15-Nov-22,EQ,53.45,53.65,51.7,53.45,52.2,51.95,52.61,68.2,37.45,1181417,"6,21,59,532.35",7166
14-Nov-22,EQ,54.5,54.5,53,53.7,53.55,53.45,53.36,68.2,37.45,1586852,"8,46,73,762.45",9499
11-Nov-22,EQ,55,55.45,53,51.45,53.7,53.7,53.89,68.2,37.45,5633330,"30,35,64,956.60",19906
10-Nov-22,EQ,51.7,52.85,51.1,51.5,51.4,51.45,51.97,68.2,37.45,2223070,"11,55,37,299.15",8806
09-Nov-22,EQ,52,52,51.25,51.2,51.6,51.5,51.68,68.2,37.45,1219912,"6,30,43,795.00",5199
07-Nov-22,EQ,50.2,52.45,50.15,49.95,51.35,51.2,51.52,68.2,37.45,3908088,"20,13,43,870.45",12363
04-Nov-22,EQ,49.1,50.05,49,49,50,49.95,49.77,68.2,37.45,810971,"4,03,64,349.85",4351
03-Nov-22,EQ,49.8,49.8,48.5,49.55,49.15,49,48.98,68.2,37.45,1475035,"7,22,41,132.95",5738
02-Nov-22,EQ,51.05,51.05,49.3,51.05,49.7,49.55,49.86,68.2,37.45,915866,"4,56,68,592.70",6045
01-Nov-22,EQ,51.5,52.1,50.25,50.1,51.05,51.05,51.01,68.2,37.45,4033434,"20,57,40,680.00",13944
31-Oct-22,EQ,49.1,50.3,49.1,49,50.1,50.1,49.88,68.2,37.45,1141340,"5,69,29,785.95",5159
28-Oct-22,EQ,49,49.6,48.6,48.35,49.15,49,49.15,70.4,37.45,763433,"3,75,21,388.40",5040
27-Oct-22,EQ,48.55,49.55,48.2,48.1,48.5,48.35,48.71,70.4,37.45,883512,"4,30,31,552.80",4548
25-Oct-22,EQ,48.1,48.35,47.55,47.9,48.05,48.1,48.03,70.4,37.45,344258,"1,65,33,244.55",2744
24-Oct-22,EQ,47.95,48.4,47.55,47.25,47.9,47.9,48.02,70.4,37.45,164242,"78,87,654.45",1498
21-Oct-22,EQ,47.55,47.8,47.2,47.35,47.25,47.25,47.41,71.2,37.45,297132,"1,40,87,178.60",2152
20-Oct-22,EQ,47.4,48.1,47.2,47.55,47.35,47.35,47.56,71.2,37.45,402586,"1,91,46,508.95",3005
19-Oct-22,EQ,47.85,48.25,47.4,47.65,47.55,47.55,47.76,71.2,37.45,372512,"1,77,91,991.40",3936
18-Oct-22,EQ,48.05,48.25,47.45,47.8,47.8,47.65,47.81,71.2,37.45,332705,"1,59,05,921.10",3715
17-Oct-22,EQ,48,48.45,47.2,48,47.9,47.8,47.87,71.2,37.45,458064,"2,19,27,015.35",4096
14-Oct-22,EQ,48.85,50.9,47.8,48.2,48.4,48,48.56,71.2,37.45,546411,"2,65,31,636.10",3801
13-Oct-22,EQ,48.7,49.05,48,48.45,48.1,48.2,48.45,71.2,37.45,290049,"1,40,53,483.20",2939
12-Oct-22,EQ,49.2,49.4,48.2,48.95,48.45,48.45,48.64,71.2,37.45,422570,"2,05,52,478.55",3107
11-Oct-22,EQ,50.1,51.35,48.6,50.1,49,48.95,49.83,71.2,37.45,875839,"4,36,41,089.90",4937
10-Oct-22,EQ,50,51.15,49.5,50.85,50,50.1,50.39,71.2,37.45,978008,"4,92,78,222.10",5532
07-Oct-22,EQ,51.5,51.75,50.4,50,50.9,50.85,50.91,71.2,37.45,2387993,"12,15,65,388.65",9953
06-Oct-22,EQ,50.1,51.1,49.65,49.85,49.95,50,50.04,71.2,37.45,3017216,"15,09,91,502.55",8270
04-Oct-22,EQ,49.6,50.35,49.6,49,49.8,49.85,50.01,71.2,37.45,504989,"2,52,52,753.40",7026
03-Oct-22,EQ,50,50.1,48.55,50,49.1,49,49.4,71.2,37.45,2365661,"11,68,59,423.70",9700
30-Sep-22,EQ,47,50.65,47,47.7,49.55,50,49.78,71.2,37.45,1931594,"9,61,47,750.85",17821
29-Sep-22,EQ,48.6,48.6,47.5,47.55,47.6,47.7,47.94,71.2,37.45,333064,"1,59,66,910.40",7126
28-Sep-22,EQ,48,48.45,45.8,48.2,47.65,47.55,47.57,71.2,37.45,653411,"3,10,82,247.55",7704
27-Sep-22,EQ,47.7,49.15,47.7,48,48.4,48.2,48.52,71.2,37.45,515842,"2,50,29,341.30",7489
26-Sep-22,EQ,48.8,49,47.65,49.3,47.65,48,48.29,71.2,37.45,1039664,"5,02,05,217.60",12525
23-Sep-22,EQ,50.6,50.7,48.75,50.6,49.7,49.3,49.85,71.2,37.45,635233,"3,16,63,485.55",7763
22-Sep-22,EQ,49.8,51.2,49.6,50.05,50.7,50.6,50.55,71.2,37.45,703729,"3,55,75,981.30",4447
21-Sep-22,EQ,50.15,51.3,49.75,50.35,50.05,50.05,50.37,71.2,37.45,1062684,"5,35,23,438.30",6168
20-Sep-22,EQ,50.15,50.9,49.85,49.75,50.15,50.35,50.24,71.2,37.45,768092,"3,85,89,343.15",3995
19-Sep-22,EQ,49.7,50.55,49.15,49.5,49.8,49.75,49.92,71.2,37.45,1069308,"5,33,79,506.90",8479
16-Sep-22,EQ,50.5,50.8,49.3,50.9,49.65,49.5,49.86,71.2,37.45,1530252,"7,62,96,246.00",8962
15-Sep-22,EQ,51.95,52,50.5,51.05,50.85,50.9,51.19,71.2,37.45,1512340,"7,74,09,237.70",6516
14-Sep-22,EQ,47.5,51.85,47.35,48.4,51.4,51.05,50.16,71.2,37.45,3855405,"19,33,71,153.45",14769
13-Sep-22,EQ,48.3,48.7,47.55,47.95,48.65,48.4,48.28,71.2,37.45,1270026,"6,13,18,871.40",6103
12-Sep-22,EQ,48,48.65,47.7,47.8,48.05,47.95,48.16,71.2,37.45,978041,"4,71,02,222.80",4925
09-Sep-22,EQ,47.8,49,47.6,47.2,47.85,47.8,48.25,71.2,37.45,2041866,"9,85,29,784.85",6688
08-Sep-22,EQ,47.9,48.45,46.1,47.2,47.15,47.2,47.7,71.2,37.45,1222659,"5,83,25,083.95",4577
07-Sep-22,EQ,46.85,47.4,46.6,47.3,47.15,47.2,47,71.2,37.45,711698,"3,34,48,338.80",3460
06-Sep-22,EQ,47.7,47.95,46.7,46.8,47.25,47.3,47.11,71.2,37.45,1888463,"8,89,65,136.00",4639
05-Sep-22,EQ,46,48.5,45.9,45.7,46.9,46.8,46.99,71.2,37.45,7934289,"37,28,60,084.60",8884
02-Sep-22,EQ,46.45,46.85,45.6,45.95,45.65,45.7,45.99,71.2,37.45,2077568,"9,55,41,918.45",5016
01-Sep-22,EQ,46.25,47,45.6,46,46.1,45.95,46.12,71.2,37.45,1916992,"8,84,02,690.45",6706
30-Aug-22,EQ,47.5,47.65,45.75,45.55,45.95,46,46.04,71.2,37.45,3413538,"15,71,53,908.70",3966
29-Aug-22,EQ,45.15,46.1,44.35,47,45.7,45.55,45.64,71.2,37.45,996935,"4,55,00,147.45",5158
26-Aug-22,EQ,47.4,47.5,46.15,46.5,47.05,47,46.78,71.2,37.45,7807029,"36,51,88,097.10",24492
25-Aug-22,EQ,44.4,47,44.3,43.95,46.65,46.5,46.18,71.2,37.45,12261900,"56,62,94,103.15",18664
24-Aug-22,EQ,43.9,44.6,43.75,43.8,43.75,43.95,44.03,71.2,37.45,691795,"3,04,56,932.75",3403
23-Aug-22,EQ,43.4,44.4,42.85,43.9,43.95,43.8,43.89,71.2,37.45,481098,"2,11,17,420.25",3512
22-Aug-22,EQ,44.55,44.7,43.55,44.55,43.95,43.9,44.06,71.2,37.45,540872,"2,38,29,578.20",2984
19-Aug-22,EQ,46,46.1,44.3,45.55,44.75,44.55,45.15,71.2,37.45,833193,"3,76,18,704.50",3344
18-Aug-22,EQ,45.2,45.95,45,45,45.5,45.55,45.61,71.2,37.45,850595,"3,87,97,956.75",3627
17-Aug-22,EQ,44.7,45.25,44.65,44.5,45.1,45,44.9,71.2,37.45,3927243,"17,63,21,408.35",3964
16-Aug-22,EQ,43.35,44.55,43.2,43.2,44.5,44.5,44.24,71.2,37.45,1735113,"7,67,67,931.70",3947
12-Aug-22,EQ,43.6,44.3,43.05,43.55,43.65,43.2,43.63,71.2,37.45,678326,"2,95,92,719.45",4498
11-Aug-22,EQ,44.65,44.65,43.2,43.95,43.5,43.55,43.89,71.2,37.45,576733,"2,53,12,348.65",2952
10-Aug-22,EQ,44.2,44.9,43.55,44.05,44,43.95,44.04,71.2,37.45,922157,"4,06,14,836.60",4723
08-Aug-22,EQ,44.35,44.65,43.7,44.55,43.8,44.05,44.21,71.2,37.45,505686,"2,23,57,404.10",2700
05-Aug-22,EQ,44.55,46.2,44.25,44.25,44.55,44.55,44.65,71.2,37.45,394304,"1,76,05,120.40",2255
04-Aug-22,EQ,44.5,45.4,44.05,44.6,44.15,44.25,44.52,71.2,37.45,562412,"2,50,37,255.85",3146
03-Aug-22,EQ,45.45,45.75,44.1,45.25,44.7,44.6,44.75,71.2,37.45,455215,"2,03,71,934.15",2454
02-Aug-22,EQ,44.85,46,44.4,44.85,45.15,45.25,45.25,71.2,37.45,1156940,"5,23,53,361.45",4428
01-Aug-22,EQ,45,45,44.35,44.5,44.9,44.85,44.74,71.2,37.45,923353,"4,13,07,486.70",4099
29-Jul-22,EQ,46.4,46.65,44.25,46.45,44.7,44.5,45.02,71.2,37.45,2278984,"10,25,96,344.60",7750
28-Jul-22,EQ,47.3,47.3,46,46.4,46.55,46.45,46.71,71.2,37.45,851170,"3,97,54,754.50",4316
27-Jul-22,EQ,47.2,47.45,46.05,46.75,46.25,46.4,46.7,71.2,37.45,933214,"4,35,81,365.30",4794
26-Jul-22,EQ,45.5,47.35,43.9,45.3,46.1,46.75,45.95,71.2,37.45,1936039,"8,89,67,520.30",8651
25-Jul-22,EQ,45.85,47.8,44.6,44.9,45.15,45.3,45.74,71.2,37.45,2405168,"11,00,01,225.65",11628
22-Jul-22,EQ,43.5,45.35,43.15,43.2,45,44.9,44.2,71.2,37.45,1127340,"4,98,33,028.60",5535
21-Jul-22,EQ,43.25,43.45,42.75,42.55,43.1,43.2,43.07,71.2,37.45,374046,"1,61,09,382.90",2321
20-Jul-22,EQ,42.25,42.9,41.75,41.7,42.75,42.55,42.55,71.2,37.45,911689,"3,87,89,678.60",5980
19-Jul-22,EQ,41.4,41.95,40.95,41.55,41.7,41.7,41.64,71.2,37.45,380180,"1,58,30,188.65",2494
18-Jul-22,EQ,40.65,41.75,40.25,40.15,41.45,41.55,41.18,71.2,37.45,502821,"2,07,07,102.15",3262
15-Jul-22,EQ,40.9,41,39.9,39.9,39.9,40.15,40.34,76.8,37.45,626315,"2,52,64,355.05",2777
14-Jul-22,EQ,41,41.1,39.25,40.75,40.15,39.9,40.17,76.8,37.45,455427,"1,82,96,646.45",3239
13-Jul-22,EQ,41.25,41.4,40.55,41.1,40.7,40.75,41.08,76.8,37.45,331940,"1,36,35,833.75",2640
12-Jul-22,EQ,40.85,41.6,40.6,40.9,41.25,41.1,41.23,76.8,37.45,547618,"2,25,80,274.95",2802
11-Jul-22,EQ,40,41.35,39.8,40.05,40.8,40.9,40.84,76.8,37.45,769259,"3,14,19,497.10",3989
08-Jul-22,EQ,40.45,40.7,39.05,39.9,40,40.05,39.98,76.8,37.45,2299835,"9,19,37,051.25",5686
07-Jul-22,EQ,42,43.25,38.8,39.35,39.9,39.9,40.94,76.8,37.45,4390988,"17,97,70,954.75",23853
06-Jul-22,EQ,39.4,39.5,38.4,39.25,39.35,39.35,39.22,76.8,37.45,766019,"3,00,40,741.70",7311
05-Jul-22,EQ,39.2,39.7,38.9,39.2,39.25,39.25,39.26,76.8,37.45,478902,"1,88,03,207.10",6102
04-Jul-22,EQ,39.5,39.5,38.8,39.35,39.2,39.2,39.09,76.8,37.45,294014,"1,14,92,104.80",5371
01-Jul-22,EQ,39.4,39.5,38.8,39.45,39.5,39.35,39.21,76.8,37.45,160741,"63,02,712.05",3636
30-Jun-22,EQ,39.2,39.65,38.7,39.45,39.1,39.45,39.29,76.8,37.45,988813,"3,88,54,071.45",13906
29-Jun-22,EQ,39.1,39.65,38.8,39.55,39.45,39.45,39.27,76.8,37.45,283833,"1,11,45,741.25",3371
28-Jun-22,EQ,39.65,39.9,38.7,39.45,39.4,39.55,39.25,76.8,37.45,374337,"1,46,93,961.60",4624
27-Jun-22,EQ,40,40,39.1,39.25,39.65,39.45,39.35,76.8,37.45,435448,"1,71,34,327.65",4979
24-Jun-22,EQ,38.55,39.4,38.4,38.3,39.25,39.25,39.11,76.8,37.45,978617,"3,82,69,006.70",9685
23-Jun-22,EQ,38.3,38.5,37.6,37.85,38.45,38.3,38.23,76.8,37.45,465529,"1,77,98,906.10",4198
22-Jun-22,EQ,38.5,38.5,37.7,38.2,37.9,37.85,38.05,76.8,37.45,317959,"1,20,98,754.50",2744
21-Jun-22,EQ,38,38.75,37.6,38.15,38.2,38.2,38.04,76.8,37.45,492871,"1,87,47,723.25",3496
20-Jun-22,EQ,38.8,38.9,38,38.8,38.35,38.15,38.29,76.8,37.45,1767489,"6,76,70,236.65",5341
17-Jun-22,EQ,38.45,39,37.45,38.75,38.95,38.8,38.33,76.8,37.45,926102,"3,55,00,778.35",9037
16-Jun-22,EQ,40.15,40.15,37.6,38.45,38.45,38.75,38.66,76.8,37.6,1403049,"5,42,38,203.10",11719
15-Jun-22,EQ,39.2,39.4,38.25,39,38.4,38.45,38.54,76.8,38.25,622526,"2,39,92,398.40",6972
14-Jun-22,EQ,38.6,39.35,38.6,39.1,38.95,39,39.01,76.8,38.5,462661,"1,80,48,511.95",4851
13-Jun-22,EQ,38.9,39.45,38.5,39.35,39.25,39.1,38.94,76.8,38.5,775207,"3,01,84,444.50",4384
10-Jun-22,EQ,39.9,40.4,39.2,40.1,39.55,39.35,39.51,76.8,39.2,928635,"3,66,88,446.15",9053
09-Jun-22,EQ,40,40.45,39.9,40.3,40.2,40.1,40.1,76.8,39.6,625668,"2,50,86,248.00",3820
08-Jun-22,EQ,40.3,41.15,40,40.5,40.4,40.3,40.36,76.8,39.6,1304799,"5,26,61,834.85",5502
07-Jun-22,EQ,41.1,41.55,40.3,41,40.7,40.5,40.86,76.8,39.6,1005216,"4,10,71,789.30",4301
06-Jun-22,EQ,40,41.15,39.6,39.85,41,41,40.43,76.8,39.6,1111573,"4,49,45,620.50",5109
03-Jun-22,EQ,42,42,39.7,41.15,40.05,39.85,40.57,76.8,39.7,3125863,"12,68,29,349.80",13720
02-Jun-22,EQ,41.7,42,40.05,41.15,41.75,41.15,40.74,76.8,40.05,2934040,"11,95,33,546.15",9211
01-Jun-22,EQ,40.7,41.65,40.7,40.65,41.55,41.15,41.04,76.8,40.05,3641444,"14,94,33,965.60",10218
31-May-22,EQ,44.35,44.35,40.05,43.3,40.25,40.65,41.44,76.8,40.05,4528779,"18,76,54,699.60",24852
30-May-22,EQ,44.95,44.95,42.75,43.6,43.3,43.3,43.64,76.8,41.2,3818066,"16,66,23,398.85",18888
27-May-22,EQ,43.75,44.4,43.1,42.85,43.8,43.6,43.84,76.8,41.2,2250545,"9,86,66,329.65",10644
26-May-22,EQ,41.85,43.9,41.2,41.95,43.2,42.85,42.6,76.8,41.2,3852227,"16,40,98,759.50",14904
25-May-22,EQ,45,45.45,41.45,44.15,42.5,41.95,42.67,76.8,41.45,4708987,"20,09,46,231.05",20280
24-May-22,EQ,49.35,49.5,43.55,47.9,44.8,44.15,45.62,76.8,43.55,5314025,"24,24,20,695.75",23649
23-May-22,EQ,53,53,47.7,52.55,48.1,47.9,48.78,76.8,46.7,6886363,"33,58,84,551.60",25340
20-May-22,EQ,55.5,58.05,51.55,59.45,52.95,52.55,53.56,76.8,46.7,6512513,"34,87,82,410.95",32871
19-May-22,EQ,57.2,59.75,57.2,59,59.1,59.45,58.91,76.8,46.7,2080357,"12,25,61,981.70",14478
18-May-22,EQ,57.6,59.45,57.2,57.3,59.1,59,58.41,76.8,46.7,2733825,"15,96,89,298.65",16948
17-May-22,EQ,58.75,58.75,56.6,56.25,57.15,57.3,57.36,76.8,46.7,2066606,"11,85,44,603.05",20166
16-May-22,EQ,54.95,57.2,54.2,54.7,57,56.25,55.33,76.8,46.7,2051783,"11,35,28,984.70",19237
13-May-22,EQ,55.05,56.3,54.1,55,54.2,54.7,54.99,76.8,46.7,2845067,"15,64,36,783.45",37909
12-May-22,EQ,52.8,55.9,51.85,53.5,54.75,55,54.34,76.8,46.7,2273799,"12,35,67,141.40",28012
11-May-22,EQ,53,55.85,52.75,52.6,53.5,53.5,54.15,76.8,46.7,4276391,"23,15,58,056.75",20078
10-May-22,EQ,53,54.5,51.5,52.75,52.3,52.6,52.91,76.8,46.7,3225973,"17,06,75,845.70",11803
09-May-22,EQ,54.35,58,52.15,54.3,52.5,52.75,53.85,76.8,46.7,2034773,"10,95,73,318.95",14774
06-May-22,EQ,53.2,55.6,52.2,53.9,54,54.3,54.24,76.8,46.7,2602336,"14,11,63,381.95",10946
05-May-22,EQ,53,54.5,52.4,52.15,54,53.9,53.56,76.8,46.7,1318507,"7,06,22,054.70",17968
04-May-22,EQ,53.95,54.4,51.6,53.6,52.5,52.15,53.14,76.8,46.7,343714,"1,82,65,546.65",4563
02-May-22,EQ,53.3,54.6,53.25,54.65,53.55,53.6,53.75,76.8,46.7,456659,"2,45,46,291.55",3798
29-Apr-22,EQ,54.6,56,54.4,54.9,54.6,54.65,55.24,76.8,46.7,274804,"1,51,80,085.85",2649
28-Apr-22,EQ,56.4,56.5,54.25,55.4,54.7,54.9,55.73,76.8,46.7,880694,"4,90,78,888.10",12680
27-Apr-22,EQ,55.7,56.4,54.7,56.05,54.9,55.4,55.73,76.8,46.7,1544007,"8,60,53,408.65",14946
26-Apr-22,EQ,54.9,56.4,54.9,55.2,56,56.05,55.62,76.8,46.7,512196,"2,84,87,215.05",3275
25-Apr-22,EQ,56.2,56.2,54.6,55.35,55.4,55.2,55.07,76.8,46.7,742191,"4,08,70,841.25",4881
22-Apr-22,EQ,55.1,56,54.15,55.2,55.95,55.35,54.67,76.8,46.7,945914,"5,17,14,649.50",5969
21-Apr-22,EQ,56.6,56.8,53.8,56.05,55.4,55.2,54.83,76.8,46.7,1408288,"7,72,12,624.85",11385
20-Apr-22,EQ,55.3,56.7,54.75,54.7,56.1,56.05,56.05,76.8,46.7,801993,"4,49,55,605.50",4431
19-Apr-22,EQ,55.25,57.25,51,55.15,53.85,54.7,55.76,76.8,46.7,467655,"2,60,77,554.85",3659
18-Apr-22,EQ,56.75,57,54.15,56.75,55.3,55.15,55.57,76.8,46.7,419051,"2,32,86,769.30",3483
13-Apr-22,EQ,56.55,57,56.25,56.55,56.85,56.75,56.78,76.8,46.7,404681,"2,29,77,912.60",2645
12-Apr-22,EQ,56.4,56.9,55.6,56.75,56.7,56.55,56.36,76.8,46.7,509616,"2,87,20,670.75",3236
11-Apr-22,EQ,56.8,56.95,56.1,56.55,56.7,56.75,56.56,76.8,46.7,377601,"2,13,57,676.65",3056
08-Apr-22,EQ,56.4,57.25,55.25,55.8,56.5,56.55,56.55,76.8,46.7,881239,"4,98,30,543.60",5334
07-Apr-22,EQ,56.25,57.55,55.5,55.55,55.9,55.8,56.17,76.8,46.7,788189,"4,42,76,018.85",4620
06-Apr-22,EQ,54.7,56.3,54.45,54.95,55.6,55.55,55.44,76.8,46.7,1051974,"5,83,16,764.70",8014
05-Apr-22,EQ,54.3,55.15,53.95,53.9,55.05,54.95,54.68,76.8,46.7,869888,"4,75,64,153.00",7413
04-Apr-22,EQ,53,54.15,52.75,52.55,54.05,53.9,53.61,76.8,46.7,1586537,"8,50,51,082.20",8048
01-Apr-22,EQ,51,52.9,51,51.1,52.5,52.55,52.06,76.8,46.7,619559,"3,22,56,319.65",6063
31-Mar-22,EQ,51.3,51.85,50.8,51.35,51.3,51.1,51.25,76.8,46.7,511867,"2,62,35,682.60",6153
30-Mar-22,EQ,52,52.4,51,51.5,51.1,51.35,51.76,76.8,46.7,418692,"2,16,71,441.05",3883
29-Mar-22,EQ,52.4,52.65,51.2,51.75,51.45,51.5,51.83,76.8,46.7,568076,"2,94,42,170.00",5921
28-Mar-22,EQ,53,53.35,51.05,52.65,51.9,51.75,51.84,76.8,46.7,527540,"2,73,48,507.60",4018
25-Mar-22,EQ,53.95,54,52.25,53.25,52.85,52.65,52.76,76.8,46.7,461982,"2,43,76,292.65",4717
24-Mar-22,EQ,53.9,53.9,53.05,53.7,53.3,53.25,53.33,76.8,46.7,470005,"2,50,66,815.95",4674
